Symbol,Name,Exchange,Country,Sector,Industry,Market Cap,Last Sale,Volume,Source,instrument_type,instrument_scope,classification_confidence,classification_reason,yf_symbol,quote_type,has_core_market_data,market_data_error,avg_volume_30d,avg_volume_90d
ABNB,"Airbnb, Inc. - Class A Common Stock",NASDAQ,USA,Consumer Cyclical,Travel Services,79256641536.0,133.54,3691225,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ABNB,EQUITY,True,,3691225,3691225
ABOS,"Acumen Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,155289312.0,2.15,536973,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ABOS,EQUITY,True,,536973,536973
ABSI,Absci Corporation - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,997792384.0,6.4,4715282,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ABSI,EQUITY,True,,4715282,4715282
ABTC,American Bitcoin Corp. - Class A Common Stock,NASDAQ,USA,Financial Services,Capital Markets,1549470080.0,0.8631,14437155,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ABTC,EQUITY,True,,14437155,14437155
ABTS,Abits Group Inc - Ordinary Shares,NASDAQ,USA,Financial Services,Capital Markets,5893279.0,1.99,2405588,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ABTS,EQUITY,True,,2405588,2405588
ABUS,Arbutus Biopharma Corporation - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,839535296.0,4.25,1936204,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ABUS,EQUITY,True,,1936204,1936204
ABVC,"ABVC BioPharma, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,34580588.0,1.33,103998,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ABVC,EQUITY,True,,103998,103998
ABVX,Abivax SA - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,8091386368.0,101.53,1449963,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ABVX,EQUITY,True,,1449963,1449963
ACAD,ACADIA Pharmaceuticals Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,3691845376.0,21.56,1765846,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACAD,EQUITY,True,,1765846,1765846
ACB,Aurora Cannabis Inc. - Common Shares,NASDAQ,USA,Healthcare,Drug Manufacturers - Specialty & Generic,199847936.0,3.38,918669,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACB,EQUITY,True,,918669,918669
ACCL,Acco Group Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,Industrials,Consulting Services,21622344.0,1.55,76634,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACCL,EQUITY,True,,76634,76634
ACDC,ProFrac Holding Corp. - Class A Common Stock,NASDAQ,USA,Energy,Oil & Gas Equipment & Services,1253780736.0,6.93,1506595,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACDC,EQUITY,True,,1506595,1506595
ACET,"Adicet Bio, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,67868192.0,7.26,123650,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACET,EQUITY,True,,123650,123650
ACFN,"Acorn Energy, Inc. - Common Stock",NASDAQ,USA,Technology,Scientific & Technical Instruments,39981632.0,15.94,17369,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACFN,EQUITY,True,,17369,17369
ACGL,Arch Capital Group Ltd. - Common Stock,NASDAQ,USA,Financial Services,Insurance - Diversified,31860838400.0,91.19,2203426,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACGL,EQUITY,True,,2203426,2203426
ACHC,"Acadia Healthcare Company, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Care Facilities,2251352832.0,24.48,2957084,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACHC,EQUITY,True,,2957084,2957084
ACHV,"Achieve Life Sciences, Inc.  - Common Shares",NASDAQ,USA,Healthcare,Biotechnology,526640960.0,5.13,1304866,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACHV,EQUITY,True,,1304866,1304866
ACIC,American Coastal Insurance Corporation - Common Stock,NASDAQ,USA,Financial Services,Insurance - Property & Casualty,498210400.0,10.28,217355,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACIC,EQUITY,True,,217355,217355
ACIU,AC Immune SA - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,228990544.0,2.25,264160,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACIU,EQUITY,True,,264160,264160
ACIW,"ACI Worldwide, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,4351115264.0,42.8,747700,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACIW,EQUITY,True,,747700,747700
ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductor Equipment & Materials,4522800128.0,147.16,683120,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACLS,EQUITY,True,,683120,683120
ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,USA,Technology,Semiconductor Equipment & Materials,5272363008.0,76.29,1369280,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACMR,EQUITY,True,,1369280,1369280
ACNB,ACNB Corporation - Common Stock,NASDAQ,USA,Financial Services,Banks - Regional,560436992.0,54.88,62722,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACNB,EQUITY,True,,62722,62722
ACNT,Ascent Industries Co. - Common Stock,NASDAQ,USA,Basic Materials,Chemicals,122467816.0,13.55,111365,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACNT,EQUITY,True,,111365,111365
ACOG,Alpha Cognition Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,126725288.0,5.82,48742,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACOG,EQUITY,True,,48742,48742
ACON,"Aclarion, Inc. - Common Stock",NASDAQ,USA,Healthcare,Health Information Services,8790232.0,3.57,99036,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACON,EQUITY,True,,99036,99036
ACRS,"Aclaris Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,608933632.0,4.36,1762419,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACRS,EQUITY,True,,1762419,1762419
ACRV,"Acrivon Therapeutics, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,61206468.0,1.43,654247,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACRV,EQUITY,True,,654247,654247
ACT,"Enact Holdings, Inc. - Common Stock",NASDAQ,USA,Financial Services,Insurance - Specialty,5833915392.0,41.79,313950,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACT,EQUITY,True,,313950,313950
ACTG,Acacia Research Corporation - Common Stock,NASDAQ,USA,Industrials,Business Equipment & Supplies,446241792.0,4.62,319533,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACTG,EQUITY,True,,319533,319533
ACTU,"Actuate Therapeutics, Inc. - Common stock",NASDAQ,USA,Healthcare,Biotechnology,44980600.0,1.88,143823,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACTU,EQUITY,True,,143823,143823
ACXP,"Acurx Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,7220199.0,1.68,3101342,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ACXP,EQUITY,True,,3101342,3101342
ADAC,American Drive Acquisition Company - Class A Ordinary Shares,NASDAQ,USA,Financial Services,Shell Companies,287500000.0,10.0,9198,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADAC,EQUITY,True,,9198,9198
ADAG,"Adagene Inc. - ADS, each representing 1.25 ordinary shares",NASDAQ,USA,Healthcare,Biotechnology,219361008.0,3.32,252458,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ADAG,EQUITY,True,,252458,252458
ADAM,"Adamas Trust, Inc. - Common Stock",NASDAQ,USA,Real Estate,REIT - Mortgage,806952704.0,8.98,766512,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADAM,EQUITY,True,,766512,766512
ADBE,Adobe Inc. - Common Stock,NASDAQ,USA,Technology,Software - Application,101632049152.0,251.44,5571100,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADBE,EQUITY,True,,5571100,5571100
ADEA,Adeia Inc.  - Common Stock,NASDAQ,USA,Technology,Software - Application,3196312832.0,28.98,1697325,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADEA,EQUITY,True,,1697325,1697325
ADGM,"Adagio Medical Holdings, Inc - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,16102584.0,0.725,134134,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADGM,EQUITY,True,,134134,134134
ADI,"Analog Devices, Inc. - Common Stock",NASDAQ,USA,Technology,Semiconductors,195511877632.0,401.39,3937093,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADI,EQUITY,True,,3937093,3937093
ADIL,"Adial Pharmaceuticals, Inc - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,4737402.0,2.21,125063,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADIL,EQUITY,True,,125063,125063
ADMA,ADMA Biologics Inc - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,1847228544.0,7.97,6990904,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADMA,EQUITY,True,,6990904,6990904
ADP,"Automatic Data Processing, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,92718366720.0,231.95,3341206,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADP,EQUITY,True,,3341206,3341206
ADPT,Adaptive Biotechnologies Corporation - Common Stock,NASDAQ,USA,Healthcare,Diagnostics & Research,2704750080.0,16.9,1933823,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADPT,EQUITY,True,,1933823,1933823
ADSE,ADS-TEC ENERGY PLC - Ordinary Shares,NASDAQ,USA,Industrials,Electrical Equipment & Parts,852023232.0,11.36,7007,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ADSE,EQUITY,True,,7007,7007
ADSK,"Autodesk, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,48554962944.0,229.96,2084849,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADSK,EQUITY,True,,2084849,2084849
ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,USA,Technology,Communication Equipment,1243320832.0,15.35,2496573,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADTN,EQUITY,True,,2496573,2496573
ADTX,"Aditxt, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,50668.0,0.0621,3287349,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADTX,EQUITY,True,,3287349,3287349
ADUR,Aduro Clean Technologies Inc. - Common Stock,NASDAQ,USA,Industrials,Pollution & Treatment Controls,472856832.0,14.02,336734,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADUR,EQUITY,True,,336734,336734
ADUS,Addus HomeCare Corporation - Common Stock,NASDAQ,USA,Healthcare,Medical Care Facilities,1719025792.0,92.1,247895,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADUS,EQUITY,True,,247895,247895
ADV,Advantage Solutions Inc.  - Class A Common Stock,NASDAQ,USA,Communication Services,Advertising Agencies,515192096.0,38.75,82821,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADV,EQUITY,True,,82821,82821
ADVB,Advanced Biomed Inc. - Common Stock,NASDAQ,USA,Healthcare,Diagnostics & Research,6889394.0,4.17,456039,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,ADVB,EQUITY,True,,456039,456039
ADXN,Addex Therapeutics Ltd - American Depositary Shares,NASDAQ,USA,Healthcare,Biotechnology,7417846.0,5.86,3795,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,ADXN,EQUITY,True,,3795,3795
AEBI,Aebi Schmidt Holding AG - Common Stock,NASDAQ,USA,Industrials,Farm & Heavy Construction Machinery,892095552.0,11.51,344066,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEBI,EQUITY,True,,344066,344066
AEC,Anfield Energy Inc. - Common Shares,NASDAQ,USA,Energy,Uranium,76376896.0,4.2,51868,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEC,EQUITY,True,,51868,51868
AEHL,Antelope Enterprise Holdings Limited - Class A Ordinary Shares,NASDAQ,USA,Industrials,Building Products & Equipment,18515492.0,1.02,9184290,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEHL,EQUITY,True,,9184290,9184290
AEHR,Aehr Test Systems - Common Stock,NASDAQ,USA,Technology,Semiconductor Equipment & Materials,3096572672.0,98.45,2939947,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEHR,EQUITY,True,,2939947,2939947
AEI,Alset Inc. - Common Stock,NASDAQ,USA,Real Estate,Real Estate - Development,52898332.0,1.36,15161,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEI,EQUITY,True,,15161,15161
AEIS,"Advanced Energy Industries, Inc. - Common Stock",NASDAQ,USA,Industrials,Electrical Equipment & Parts,11795540992.0,294.81,782965,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEIS,EQUITY,True,,782965,782965
AEMD,"Aethlon Medical, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,4478732.0,1.91,545396,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEMD,EQUITY,True,,545396,545396
AENT,Alliance Entertainment Holding Corporation - common stock,NASDAQ,USA,Communication Services,Entertainment,283928704.0,5.57,26877,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AENT,EQUITY,True,,26877,26877
AEP,"American Electric Power Company, Inc. - Common Stock",NASDAQ,USA,Utilities,Utilities - Regulated Electric,70265724928.0,129.14,3806220,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEP,EQUITY,True,,3806220,3806220
AERT,"Aeries Technology, Inc. - Class A Ordinary Share",NASDAQ,USA,Industrials,Consulting Services,39284084.0,0.7824,350325,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,AERT,EQUITY,True,,350325,350325
AEVA,"Aeva Technologies, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,1553985024.0,23.01,1888300,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEVA,EQUITY,True,,1888300,1888300
AEYE,"AudioEye, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,83580944.0,6.69,189311,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AEYE,EQUITY,True,,189311,189311
AFBI,"Affinity Bancshares, Inc. - Common Stock",NASDAQ,USA,Financial Services,Banks - Regional,137141008.0,22.501,18547,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AFBI,EQUITY,True,,18547,18547
AFCG,Advanced Flower Capital Inc. - Common Stock,NASDAQ,USA,Financial Services,Asset Management,82115664.0,3.49,279058,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AFCG,EQUITY,True,,279058,279058
AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",NASDAQ,USA,Financial Services,Shell Companies,127919816.0,40.4,17639,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,AFJK,EQUITY,True,,17639,17639
AFRI,Forafric Global PLC - Ordinary Shares,NASDAQ,USA,Consumer Defensive,Farm Products,263706112.0,9.78,12893,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AFRI,EQUITY,True,,12893,12893
AFRM,"Affirm Holdings, Inc. - Class A Common Stock",NASDAQ,USA,Financial Services,Credit Services,21302896640.0,63.61,5304323,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AFRM,EQUITY,True,,5304323,5304323
AFYA,Afya Limited - Class A Common Shares,NASDAQ,USA,Consumer Defensive,Education & Training Services,1320575872.0,14.44,95315,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AFYA,EQUITY,True,,95315,95315
AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,NASDAQ,USA,Consumer Defensive,Beverages - Wineries & Distilleries,343392544.0,15.07,152784,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,LOW,No out-of-scope instrument markers detected; treated as common stock candidate.,AGCC,EQUITY,True,,152784,152784
AGEN,Agenus Inc. - Common Stock,NASDAQ,USA,Healthcare,Biotechnology,134505056.0,3.23,837461,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGEN,EQUITY,True,,837461,837461
AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",NASDAQ,USA,Healthcare,Biotechnology,1682451840.0,28.29,1049271,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGIO,EQUITY,True,,1049271,1049271
AGMB,AgomAb Therapeutics NV - ADRs representing one common share.,NASDAQ,USA,Healthcare,Biotechnology,488539936.0,9.92,135366,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,AGMB,EQUITY,True,,135366,135366
AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,NASDAQ,USA,Technology,Computer Hardware,2436866.0,1.06,94987,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGMH,EQUITY,True,,94987,94987
AGNC,AGNC Investment Corp. - Common Stock,NASDAQ,USA,Real Estate,REIT - Mortgage,11674440704.0,10.17,17067223,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGNC,EQUITY,True,,17067223,17067223
AGNT,"eXp World Holdings, Inc. - Common Stock",NASDAQ,USA,Real Estate,Real Estate Services,780538624.0,4.75,1158055,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGNT,EQUITY,True,,1158055,1158055
AGPU,Axe Compute Inc. - Common Stock,NASDAQ,USA,Technology,Software - Infrastructure,80427872.0,7.73,3427023,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGPU,EQUITY,True,,3427023,3427023
AGRZ,Agroz Inc. - Ordinary Shares,NASDAQ,USA,Consumer Defensive,Farm Products,5992718.0,0.2765,5828147,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGRZ,EQUITY,True,,5828147,5828147
AGYS,"Agilysys, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Application,2493309696.0,88.52,348909,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AGYS,EQUITY,True,,348909,348909
AHCO,AdaptHealth Corp.  - Common Stock,NASDAQ,USA,Healthcare,Medical Devices,1345575552.0,9.89,1501592,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AHCO,EQUITY,True,,1501592,1501592
AHG,Akso Health Group - American Depositary Shares,NASDAQ,USA,Healthcare,Medical Distribution,1147983616.0,1.34,135287,nasdaqlisted|yfinance,ADR,IN_SCOPE,MEDIUM,Security name indicates ADR/ADS; keep in scope for now.,AHG,EQUITY,True,,135287,135287
AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,NASDAQ,USA,Consumer Cyclical,Travel Services,30616750.0,1.03,3556611,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AHMA,EQUITY,True,,3556611,3556611
AIAI,AIAI Holdings Corporation - Class A common stock,NASDAQ,USA,Industrials,Conglomerates,824080000.0,11.72,335342,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIAI,EQUITY,True,,335342,335342
AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ,USA,Healthcare,Medical Devices,8510445.0,0.802,328409,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIDX,EQUITY,True,,328409,328409
AIFA,"All In FutureTech Alliance, Inc. - Common Stock",NASDAQ,USA,Technology,Software - Infrastructure,12800360.0,0.3458,12674860,nasdaqlisted|yfinance,COMMON_STOCK,IN_SCOPE,HIGH,Security name indicates common stock/common shares.,AIFA,EQUITY,True,,12674860,12674860
